drug	canonical_pathway	perm_pvalue_adj
miglitol	WP_MYD88_DISTINCT_INPUT_OUTPUT_PATHWAY	1
miglitol	WP_SEBALEIC_ACID_FORMATION_AND_METABOLISM	0.78
miglitol	WP_SIGNAL_TRANSDUCTION_THROUGH_IL1R	1
miglitol	WP_SMITH_MAGENIS_AND_POTOCKI_LUPSKI_SYNDROME_COPY_NUMBER_VARIATION	1
miglitol	WP_TOLL_LIKE_RECEPTOR_SIGNALING_RELATED_TO_MYD88	1
miglitol	WP_UROTENSIN_II_MEDIATED_SIGNALING_PATHWAY	1
miglitol	WP_VEGFA_VEGFR2_SIGNALING	1
miglitol	WP_WNT_SIGNALING_PATHWAY	1
acarbose	BIOCARTA_EICOSANOID_PATHWAY	1
acarbose	BIOCARTA_FMLP_PATHWAY	0.848
acarbose	BIOCARTA_PLCD_PATHWAY	1
acarbose	BIOCARTA_SHH_PATHWAY	1
acarbose	KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.456
acarbose	KEGG_DILATED_CARDIOMYOPATHY	1
acarbose	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	1
acarbose	KEGG_LINOLEIC_ACID_METABOLISM	0.408
acarbose	KEGG_LONG_TERM_DEPRESSION	0.484
acarbose	KEGG_SPHINGOLIPID_METABOLISM	0.036
acarbose	KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.956
acarbose	KEGG_TGF_BETA_SIGNALING_PATHWAY	1
acarbose	KEGG_VEGF_SIGNALING_PATHWAY	0.636
acarbose	KEGG_MEDICUS_PATHOGEN_KSHV_LANA_TO_WNT_SIGNALING_PATHWAY	1
acarbose	KEGG_MEDICUS_PATHOGEN_SALMONELLA_AVRA_TO_BETA_CATENIN_SIGNALING_PATHWAY	1
acarbose	KEGG_MEDICUS_PATHOGEN_SARS_COV_2_NSP1_TO_TRANSLATION_INITIATION	0.116
acarbose	KEGG_MEDICUS_REFERENCE_BMP15_SIGNALING_PATHWAY	1
acarbose	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	1
acarbose	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY_PTCH_CORECEPTOR	1
acarbose	KEGG_MEDICUS_REFERENCE_IL1_IL1R_P38_SIGNALING_PATHWAY	1
acarbose	KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION	1
acarbose	KEGG_MEDICUS_REFERENCE_METHIONINE_DEGRADATION	1
acarbose	KEGG_MEDICUS_REFERENCE_MEVALONATE_PATHWAY	0.972
acarbose	KEGG_MEDICUS_REFERENCE_PRNP_PI3K_NOX2_SIGNALING_PATHWAY	1
acarbose	KEGG_MEDICUS_VARIANT_CDH1_REDUCED_EXPRESSION_TO_BETA_CATENIN_SIGNALING_PATHWAY	1
acarbose	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_APC_TO_WNT_SIGNALING_PATHWAY	1
acarbose	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_AXIN_TO_WNT_SIGNALING_PATHWAY	1
acarbose	KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_PRNP_PI3K_NOX2_SIGNALING_PATHWAY	1
acarbose	PID_ECADHERIN_STABILIZATION_PATHWAY	1
acarbose	PID_EPHA_FWDPATHWAY	1
acarbose	PID_HEDGEHOG_2PATHWAY	1
acarbose	PID_HIF2PATHWAY	1
acarbose	PID_IL1_PATHWAY	1
acarbose	PID_INTEGRIN4_PATHWAY	1
acarbose	PID_INTEGRIN_CS_PATHWAY	1
acarbose	PID_RXR_VDR_PATHWAY	1
acarbose	REACTOME_ACYL_CHAIN_REMODELING_OF_CL	0.592
acarbose	REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG	0.056
acarbose	REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	0.348
acarbose	REACTOME_ALK_MUTANTS_BIND_TKIS	1
acarbose	REACTOME_BASIGIN_INTERACTIONS	1
acarbose	REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS	1
acarbose	REACTOME_BIOSYNTHESIS_OF_EPA_DERIVED_SPMS	1
acarbose	REACTOME_COENZYME_A_BIOSYNTHESIS	0.12
acarbose	REACTOME_CRISTAE_FORMATION	0.936
acarbose	REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES	1
acarbose	REACTOME_DOPAMINE_RECEPTORS	0.732
acarbose	REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE	1
acarbose	REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN	0.988
acarbose	REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE	0.908
acarbose	REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	1
acarbose	REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	1
acarbose	REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES	0.34
acarbose	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	1
acarbose	REACTOME_GLYCOSPHINGOLIPID_CATABOLISM	0.044
acarbose	REACTOME_GLYCOSPHINGOLIPID_METABOLISM	0.048
acarbose	REACTOME_LIGAND_RECEPTOR_INTERACTIONS	1
acarbose	REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES	0.68
acarbose	REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS	1
acarbose	REACTOME_MET_ACTIVATES_RAS_SIGNALING	0.1
acarbose	REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS	0.012
acarbose	REACTOME_MITOCHONDRIAL_BIOGENESIS	1
acarbose	REACTOME_MRNA_SPLICING	1
acarbose	REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION	1
acarbose	REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION	1
acarbose	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	1
acarbose	REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT	0.152
acarbose	REACTOME_PYRUVATE_METABOLISM	0.304
acarbose	REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	0.356
acarbose	REACTOME_RAC1_GTPASE_CYCLE	1
acarbose	REACTOME_RAC2_GTPASE_CYCLE	0.744
acarbose	REACTOME_RAC3_GTPASE_CYCLE	0.624
acarbose	REACTOME_REACTIONS_SPECIFIC_TO_THE_COMPLEX_N_GLYCAN_SYNTHESIS_PATHWAY	0.204
acarbose	REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	1
acarbose	REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	0.58
acarbose	REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES	1
acarbose	REACTOME_RORA_ACTIVATES_GENE_EXPRESSION	1
acarbose	REACTOME_RUNX3_REGULATES_WNT_SIGNALING	1
acarbose	REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY	0.116
acarbose	REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY	0.232
acarbose	REACTOME_SIGNALING_BY_BMP	1
acarbose	REACTOME_SIGNALING_BY_VEGF	0.976
acarbose	REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS	1
acarbose	REACTOME_SYNTHESIS_OF_LIPOXINS_LX	0.82
acarbose	REACTOME_THYROXINE_BIOSYNTHESIS	0.916
acarbose	REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	1
acarbose	REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION	0.472
acarbose	REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4	1
acarbose	REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY	0.34
acarbose	WP_15Q25_COPY_NUMBER_VARIATION	0.1
acarbose	WP_AGE_RAGE_PATHWAY	1
acarbose	WP_AMPLIFICATION_AND_EXPANSION_OF_ONCOGENIC_PATHWAYS_AS_METASTATIC_TRAITS	1
acarbose	WP_APOE_AND_MIR_146_IN_INFLAMMATION_AND_ATHEROSCLEROSIS	1
acarbose	WP_CHOLESTEROL_BIOSYNTHESIS_PATHWAY	0.968
acarbose	WP_CHOLESTEROL_SYNTHESIS_DISORDERS	0.948
acarbose	WP_CILIARY_LANDSCAPE	0.184
acarbose	WP_CYTOSINE_METHYLATION	1
acarbose	WP_EICOSANOID_METABOLISM_VIA_CYCLOOXYGENASES_COX	0.392
acarbose	WP_EICOSANOID_SYNTHESIS	0.804
acarbose	WP_ETHANOL_METABOLISM_PRODUCTION_OF_ROS_BY_CYP2E1	1
acarbose	WP_GENES_TARGETED_BY_MIRNAS_IN_ADIPOCYTES	1
acarbose	WP_GENETIC_CAUSES_OF_PORTO_SINUSOIDAL_VASCULAR_DISEASE	1
acarbose	WP_GLYCOSPHINGOLIPID_METABOLISM	0.04
acarbose	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	1
acarbose	WP_HEDGEHOG_SIGNALING_PATHWAY_WP4249	1
acarbose	WP_HEMATOPOIETIC_STEM_CELL_GENE_REGULATION_BY_GABP_ALPHA_BETA_COMPLEX	1
acarbose	WP_IL_1_SIGNALING_PATHWAY	1
acarbose	WP_INFLAMMATORY_RESPONSE_PATHWAY	1
acarbose	WP_INTERACTOME_OF_POLYCOMB_REPRESSIVE_COMPLEX_2_PRC2	1
acarbose	WP_METABOLISM_OF_ALPHA_LINOLENIC_ACID	0.74
acarbose	WP_MEVALONATE_ARM_OF_CHOLESTEROL_BIOSYNTHESIS_PATHWAY	0.924
acarbose	WP_MEVALONATE_PATHWAY	0.992
acarbose	WP_MRNA_PROCESSING	0.468
acarbose	WP_MTHFR_DEFICIENCY	1
acarbose	WP_MYD88_DISTINCT_INPUT_OUTPUT_PATHWAY	1
acarbose	WP_SEBALEIC_ACID_FORMATION_AND_METABOLISM	0.5
acarbose	WP_SIGNAL_TRANSDUCTION_THROUGH_IL1R	1
acarbose	WP_SMITH_MAGENIS_AND_POTOCKI_LUPSKI_SYNDROME_COPY_NUMBER_VARIATION	1
acarbose	WP_TOLL_LIKE_RECEPTOR_SIGNALING_RELATED_TO_MYD88	1
acarbose	WP_UROTENSIN_II_MEDIATED_SIGNALING_PATHWAY	1
acarbose	WP_VEGFA_VEGFR2_SIGNALING	1
acarbose	WP_WNT_SIGNALING_PATHWAY	1
metformin	BIOCARTA_EICOSANOID_PATHWAY	0.12
metformin	BIOCARTA_FMLP_PATHWAY	0.924
metformin	BIOCARTA_PLCD_PATHWAY	0.255
metformin	BIOCARTA_SHH_PATHWAY	0.303
metformin	KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.06
metformin	KEGG_DILATED_CARDIOMYOPATHY	1
metformin	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.045
metformin	KEGG_LINOLEIC_ACID_METABOLISM	0.108
metformin	KEGG_LONG_TERM_DEPRESSION	0.606
metformin	KEGG_SPHINGOLIPID_METABOLISM	0.345
metformin	KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0.03
metformin	KEGG_TGF_BETA_SIGNALING_PATHWAY	1
metformin	KEGG_VEGF_SIGNALING_PATHWAY	0.681
metformin	KEGG_MEDICUS_PATHOGEN_KSHV_LANA_TO_WNT_SIGNALING_PATHWAY	1
metformin	KEGG_MEDICUS_PATHOGEN_SALMONELLA_AVRA_TO_BETA_CATENIN_SIGNALING_PATHWAY	1
metformin	KEGG_MEDICUS_PATHOGEN_SARS_COV_2_NSP1_TO_TRANSLATION_INITIATION	1
metformin	KEGG_MEDICUS_REFERENCE_BMP15_SIGNALING_PATHWAY	0.357
metformin	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	1
metformin	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY_PTCH_CORECEPTOR	1
metformin	KEGG_MEDICUS_REFERENCE_IL1_IL1R_P38_SIGNALING_PATHWAY	0.36
metformin	KEGG_MEDICUS_REFERENCE_KINETOCHORE_FIBER_ORGANIZATION	0.525
metformin	KEGG_MEDICUS_REFERENCE_METHIONINE_DEGRADATION	0.654
metformin	KEGG_MEDICUS_REFERENCE_MEVALONATE_PATHWAY	0.048
metformin	KEGG_MEDICUS_REFERENCE_PRNP_PI3K_NOX2_SIGNALING_PATHWAY	0.972
metformin	KEGG_MEDICUS_VARIANT_CDH1_REDUCED_EXPRESSION_TO_BETA_CATENIN_SIGNALING_PATHWAY	1
metformin	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_APC_TO_WNT_SIGNALING_PATHWAY	1
metformin	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_AXIN_TO_WNT_SIGNALING_PATHWAY	1
metformin	KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_PRNP_PI3K_NOX2_SIGNALING_PATHWAY	1
metformin	PID_ECADHERIN_STABILIZATION_PATHWAY	0.183
metformin	PID_EPHA_FWDPATHWAY	0.087
metformin	PID_HEDGEHOG_2PATHWAY	0.858
metformin	PID_HIF2PATHWAY	1
metformin	PID_IL1_PATHWAY	0.705
metformin	PID_INTEGRIN4_PATHWAY	1
metformin	PID_INTEGRIN_CS_PATHWAY	1
metformin	PID_RXR_VDR_PATHWAY	0.387
metformin	REACTOME_ACYL_CHAIN_REMODELING_OF_CL	0.015
metformin	REACTOME_ACYL_CHAIN_REMODELING_OF_DAG_AND_TAG	0.024
metformin	REACTOME_ACYL_CHAIN_REMODELLING_OF_PE	0.015
metformin	REACTOME_ALK_MUTANTS_BIND_TKIS	0.876
metformin	REACTOME_BASIGIN_INTERACTIONS	1
metformin	REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS	1
metformin	REACTOME_BIOSYNTHESIS_OF_EPA_DERIVED_SPMS	0.129
metformin	REACTOME_COENZYME_A_BIOSYNTHESIS	0.384
metformin	REACTOME_CRISTAE_FORMATION	0.135
metformin	REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES	1
metformin	REACTOME_DOPAMINE_RECEPTORS	1
metformin	REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE	0.084
metformin	REACTOME_ERYTHROCYTES_TAKE_UP_CARBON_DIOXIDE_AND_RELEASE_OXYGEN	0.792
metformin	REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE	0.729
metformin	REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	1
metformin	REACTOME_FORMATION_OF_ATP_BY_CHEMIOSMOTIC_COUPLING	0.114
metformin	REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES	0.33
metformin	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	1
metformin	REACTOME_GLYCOSPHINGOLIPID_CATABOLISM	0.441
metformin	REACTOME_GLYCOSPHINGOLIPID_METABOLISM	0.438
metformin	REACTOME_LIGAND_RECEPTOR_INTERACTIONS	1
metformin	REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES	0.822
metformin	REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS	1
metformin	REACTOME_MET_ACTIVATES_RAS_SIGNALING	1
metformin	REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS	1
metformin	REACTOME_MITOCHONDRIAL_BIOGENESIS	0.009
metformin	REACTOME_MRNA_SPLICING	1
metformin	REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION	0.654
metformin	REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION	0.24
metformin	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	0.987
metformin	REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT	1
metformin	REACTOME_PYRUVATE_METABOLISM	0.18
metformin	REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	0.084
metformin	REACTOME_RAC1_GTPASE_CYCLE	0.192
metformin	REACTOME_RAC2_GTPASE_CYCLE	0.147
metformin	REACTOME_RAC3_GTPASE_CYCLE	0.207
metformin	REACTOME_REACTIONS_SPECIFIC_TO_THE_COMPLEX_N_GLYCAN_SYNTHESIS_PATHWAY	0.816
metformin	REACTOME_RETROGRADE_NEUROTROPHIN_SIGNALLING	0.828
metformin	REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE	0.051
metformin	REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES	0.3
metformin	REACTOME_RORA_ACTIVATES_GENE_EXPRESSION	0.171
metformin	REACTOME_RUNX3_REGULATES_WNT_SIGNALING	1
metformin	REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY	1
metformin	REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY	1
metformin	REACTOME_SIGNALING_BY_BMP	0.906
metformin	REACTOME_SIGNALING_BY_VEGF	0.678
metformin	REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS	1
metformin	REACTOME_SYNTHESIS_OF_LIPOXINS_LX	0.108
metformin	REACTOME_THYROXINE_BIOSYNTHESIS	0.918
metformin	REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS	0.627
metformin	REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION	1
metformin	REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4	0.657
