drug	canonical_pathway	perm_pvalue_adj
bempedoic acid	KEGG_MEDICUS_REFERENCE_C9ORF72_MEDIATED_AUTOPHAGY_INITIATION	0.633
bempedoic acid	KEGG_MEDICUS_REFERENCE_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.584
bempedoic acid	KEGG_MEDICUS_REFERENCE_GLYCOLYSIS	0.019
bempedoic acid	KEGG_MEDICUS_REFERENCE_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_LINKAGE_TETRASACCHARIDE	0.659
bempedoic acid	KEGG_MEDICUS_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_GLC_6P_TO_MAN_P_DOL	0.029
bempedoic acid	KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION	0.623
bempedoic acid	KEGG_MEDICUS_REFERENCE_TSC1_2_MTORC1_SIGNALING_PATHWAY	0.477
bempedoic acid	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_AUTOPHAGY_VESICLE_NUCLEATION	0.435
bempedoic acid	PID_ALPHA_SYNUCLEIN_PATHWAY	0.634
bempedoic acid	PID_ARF6_DOWNSTREAM_PATHWAY	0.628
bempedoic acid	PID_ARF6_TRAFFICKING_PATHWAY	0.598
bempedoic acid	PID_ARF_3PATHWAY	0.66
bempedoic acid	PID_EPHA_FWDPATHWAY	0.719
bempedoic acid	PID_EPHRINB_REV_PATHWAY	0.756
bempedoic acid	PID_INTEGRIN_CS_PATHWAY	0.743
bempedoic acid	PID_RHOA_PATHWAY	0.784
bempedoic acid	REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	0.71
bempedoic acid	REACTOME_AMYLOID_FIBER_FORMATION	0.881
bempedoic acid	REACTOME_ASSEMBLY_OF_THE_HIV_VIRION	0.9
bempedoic acid	REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	0.757
bempedoic acid	REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	0.056
bempedoic acid	REACTOME_CHL1_INTERACTIONS	0.739
bempedoic acid	REACTOME_CHROMATIN_MODIFICATIONS_DURING_THE_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	0.744
bempedoic acid	REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	0.778
bempedoic acid	REACTOME_CRISTAE_FORMATION	0.061
bempedoic acid	REACTOME_DNA_REPLICATION_PRE_INITIATION	0.838
bempedoic acid	REACTOME_ENDOGENOUS_STEROLS	0.08
bempedoic acid	REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE	0.76
bempedoic acid	REACTOME_EPHRIN_SIGNALING	0.783
bempedoic acid	REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	0.732
bempedoic acid	REACTOME_EPH_EPHRIN_SIGNALING	0.744
bempedoic acid	REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	0.736
bempedoic acid	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	0.613
bempedoic acid	REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	0.825
bempedoic acid	REACTOME_GLUCOSE_METABOLISM	0.028
bempedoic acid	REACTOME_HCMV_INFECTION	0.842
bempedoic acid	REACTOME_HCMV_LATE_EVENTS	0.832
bempedoic acid	REACTOME_HDMS_DEMETHYLATE_HISTONES	0.727
bempedoic acid	REACTOME_INTESTINAL_ABSORPTION	0.057
bempedoic acid	REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	0.763
bempedoic acid	REACTOME_MEIOTIC_RECOMBINATION	0.766
bempedoic acid	REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS	0.261
bempedoic acid	REACTOME_MITOPHAGY	0.662
bempedoic acid	REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION	0.775
bempedoic acid	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	0.951
bempedoic acid	REACTOME_NEUROFASCIN_INTERACTIONS	0.673
bempedoic acid	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	0.814
bempedoic acid	REACTOME_NONSENSE_MEDIATED_DECAY_NMD	0.675
bempedoic acid	REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	0.694
bempedoic acid	REACTOME_O_LINKED_GLYCOSYLATION	0.686
bempedoic acid	REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.588
bempedoic acid	REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY	0.461
bempedoic acid	REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES	0.723
bempedoic acid	REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	0.781
bempedoic acid	REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	0.871
bempedoic acid	REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	0.087
bempedoic acid	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	0.766
bempedoic acid	REACTOME_REPLACEMENT_OF_PROTAMINES_BY_NUCLEOSOMES_IN_THE_MALE_PRONUCLEUS	0.737
bempedoic acid	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	0.618
bempedoic acid	REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS	0.788
bempedoic acid	REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY	0.658
bempedoic acid	REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY	0.705
bempedoic acid	REACTOME_SELENOAMINO_ACID_METABOLISM	0.506
bempedoic acid	REACTOME_SEMAPHORIN_INTERACTIONS	0.797
bempedoic acid	REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	0.883
bempedoic acid	REACTOME_SIGNALING_BY_PDGF	0.744
bempedoic acid	REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	0.745
bempedoic acid	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	0.619
bempedoic acid	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.054
bempedoic acid	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL	0.076
bempedoic acid	REACTOME_SYNTHESIS_OF_GDP_MANNOSE	0.041
bempedoic acid	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	0.819
bempedoic acid	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	0.695
bempedoic acid	REACTOME_TRYPTOPHAN_CATABOLISM	0.012
bempedoic acid	WP_7Q11_23_COPY_NUMBER_VARIATION_SYNDROME	0.053
bempedoic acid	WP_AEROBIC_GLYCOLYSIS	0.019
bempedoic acid	WP_AFLATOXIN_B1_METABOLISM	0.069
bempedoic acid	WP_ARYLAMINE_METABOLISM	0.056
bempedoic acid	WP_AUTOPHAGY	0.185
bempedoic acid	WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR	0.761
bempedoic acid	WP_CORI_CYCLE	0.025
bempedoic acid	WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	0.645
bempedoic acid	WP_DISORDERS_OF_BILE_ACID_SYNTHESIS_AND_BILIARY_TRANSPORT	0.048
bempedoic acid	WP_ENTEROHEPATIC_CIRCULATION_OF_BILE_ACIDS	0.084
bempedoic acid	WP_ESTROGEN_METABOLISM_WP697	0.072
bempedoic acid	WP_ESTROGEN_RECEPTOR_PATHWAY	0.052
bempedoic acid	WP_FARNESOID_X_RECEPTOR_PATHWAY	0.103
bempedoic acid	WP_FATTY_ACID_OMEGA_OXIDATION	0.058
bempedoic acid	WP_FOCAL_ADHESION	0.782
bempedoic acid	WP_GLUCOSE_METABOLISM_IN_TRIPLE_NEGATIVE_BREAST_CANCER_CELLS	0.016
bempedoic acid	WP_GLYCOLYSIS_AND_GLUCONEOGENESIS	0.016
bempedoic acid	WP_GLYCOLYSIS_IN_SENESCENCE	0.019
bempedoic acid	WP_GLYCOSAMINOGLYCAN_SYNTHESIS_IN_FIBROBLASTS	0.622
bempedoic acid	WP_HISTONE_MODIFICATIONS	0.674
bempedoic acid	WP_HOST_PATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_AUTOPHAGY	0.587
bempedoic acid	WP_INFLAMMATORY_RESPONSE_PATHWAY	0.77
bempedoic acid	WP_INTERACTOME_OF_POLYCOMB_REPRESSIVE_COMPLEX_2_PRC2	0.489
bempedoic acid	WP_LIVER_X_RECEPTOR_PATHWAY	0.015
bempedoic acid	WP_MODULATION_OF_PI3K_AKT_MTOR_SIGNALING_BY_BIOACTIVE_SPHINGOLIPIDS	0.658
bempedoic acid	WP_MONOAMINE_TRANSPORT	0.569
bempedoic acid	WP_MRNA_PROCESSING	0.764
bempedoic acid	WP_NUCLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TOXICITY	0.08
bempedoic acid	WP_PI3K_AKT_SIGNALING_PATHWAY	0.623
bempedoic acid	WP_SEROTONIN_TRANSPORTER_ACTIVITY	0.453
bempedoic acid	WP_SULINDAC_METABOLIC_PATHWAY	0.053
bempedoic acid	WP_TARGET_OF_RAPAMYCIN_SIGNALING	0.293
bempedoic acid	WP_WARBURG_EFFECT_MODULATED_BY_DEUBIQUITINATING_ENZYMES_AND_THEIR_SUBSTRATES	0.304
ezetimibe	BIOCARTA_ACETAMINOPHEN_PATHWAY	0.03
ezetimibe	BIOCARTA_EPHA4_PATHWAY	0.183
ezetimibe	BIOCARTA_FXR_PATHWAY	0.015
ezetimibe	BIOCARTA_NUCLEARRS_PATHWAY	0.027
ezetimibe	BIOCARTA_STATHMIN_PATHWAY	0.435
ezetimibe	KEGG_ABC_TRANSPORTERS	0.045
ezetimibe	KEGG_AXON_GUIDANCE	0.441
ezetimibe	KEGG_ECM_RECEPTOR_INTERACTION	0.162
ezetimibe	KEGG_FOCAL_ADHESION	0.696
ezetimibe	KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.351
ezetimibe	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.324
ezetimibe	KEGG_MTOR_SIGNALING_PATHWAY	0.897
ezetimibe	KEGG_O_GLYCAN_BIOSYNTHESIS	0.189
ezetimibe	KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.234
ezetimibe	KEGG_REGULATION_OF_AUTOPHAGY	1
ezetimibe	KEGG_RIBOSOME	1
ezetimibe	KEGG_SULFUR_METABOLISM	0.012
ezetimibe	KEGG_MEDICUS_ENV_FACTOR_PHIP_TO_DNA_ADDUCTS	0.015
ezetimibe	KEGG_MEDICUS_PATHOGEN_SARS_COV_2_NSP1_TO_TRANSLATION_INITIATION	1
ezetimibe	KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_E3_UBIQUITIN_LIGASE_MALIN	1
ezetimibe	KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_MTORC1_PI3KC3_C1	0.864
ezetimibe	KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_PACER_RUBCN_PI3KC3_C2	1
ezetimibe	KEGG_MEDICUS_REFERENCE_C9ORF72_MEDIATED_AUTOPHAGY_INITIATION	0.846
ezetimibe	KEGG_MEDICUS_REFERENCE_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.321
ezetimibe	KEGG_MEDICUS_REFERENCE_GLYCOLYSIS	0.198
ezetimibe	KEGG_MEDICUS_REFERENCE_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_LINKAGE_TETRASACCHARIDE	0.345
ezetimibe	KEGG_MEDICUS_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_GLC_6P_TO_MAN_P_DOL	0.375
ezetimibe	KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION	1
ezetimibe	KEGG_MEDICUS_REFERENCE_TSC1_2_MTORC1_SIGNALING_PATHWAY	0.528
ezetimibe	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_AUTOPHAGY_VESICLE_NUCLEATION	1
ezetimibe	PID_ALPHA_SYNUCLEIN_PATHWAY	0.717
ezetimibe	PID_ARF6_DOWNSTREAM_PATHWAY	0.954
ezetimibe	PID_ARF6_TRAFFICKING_PATHWAY	0.261
ezetimibe	PID_ARF_3PATHWAY	0.696
ezetimibe	PID_EPHA_FWDPATHWAY	0.165
ezetimibe	PID_EPHRINB_REV_PATHWAY	0.6
ezetimibe	PID_INTEGRIN_CS_PATHWAY	0.093
ezetimibe	PID_RHOA_PATHWAY	0.645
ezetimibe	REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	1
ezetimibe	REACTOME_AMYLOID_FIBER_FORMATION	0.762
ezetimibe	REACTOME_ASSEMBLY_OF_THE_HIV_VIRION	1
ezetimibe	REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	1
ezetimibe	REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	0.003
ezetimibe	REACTOME_CHL1_INTERACTIONS	0.138
ezetimibe	REACTOME_CHROMATIN_MODIFICATIONS_DURING_THE_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	1
ezetimibe	REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	1
ezetimibe	REACTOME_CRISTAE_FORMATION	0.297
ezetimibe	REACTOME_DNA_REPLICATION_PRE_INITIATION	1
ezetimibe	REACTOME_ENDOGENOUS_STEROLS	0.003
ezetimibe	REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE	0.126
ezetimibe	REACTOME_EPHRIN_SIGNALING	0.6
ezetimibe	REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	0.201
ezetimibe	REACTOME_EPH_EPHRIN_SIGNALING	0.396
ezetimibe	REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	1
ezetimibe	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	1
ezetimibe	REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	1
ezetimibe	REACTOME_GLUCOSE_METABOLISM	0.405
ezetimibe	REACTOME_HCMV_INFECTION	1
ezetimibe	REACTOME_HCMV_LATE_EVENTS	1
ezetimibe	REACTOME_HDMS_DEMETHYLATE_HISTONES	1
ezetimibe	REACTOME_INTESTINAL_ABSORPTION	0.003
ezetimibe	REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	1
ezetimibe	REACTOME_MEIOTIC_RECOMBINATION	1
ezetimibe	REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS	0.525
ezetimibe	REACTOME_MITOPHAGY	1
ezetimibe	REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION	0.342
ezetimibe	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	0.654
ezetimibe	REACTOME_NEUROFASCIN_INTERACTIONS	0.174
ezetimibe	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	1
ezetimibe	REACTOME_NONSENSE_MEDIATED_DECAY_NMD	1
ezetimibe	REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	0.087
ezetimibe	REACTOME_O_LINKED_GLYCOSYLATION	0.252
ezetimibe	REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	0.162
ezetimibe	REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY	1
ezetimibe	REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES	1
ezetimibe	REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	0.882
ezetimibe	REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	1
ezetimibe	REACTOME_RECYCLING_OF_BILE_ACIDS_AND_SALTS	0.039
ezetimibe	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	1
ezetimibe	REACTOME_REPLACEMENT_OF_PROTAMINES_BY_NUCLEOSOMES_IN_THE_MALE_PRONUCLEUS	1
ezetimibe	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	1
ezetimibe	REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS	0.363
ezetimibe	REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY	1
ezetimibe	REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY	1
ezetimibe	REACTOME_SELENOAMINO_ACID_METABOLISM	1
ezetimibe	REACTOME_SEMAPHORIN_INTERACTIONS	0.342
ezetimibe	REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP	1
ezetimibe	REACTOME_SIGNALING_BY_PDGF	0.783
ezetimibe	REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	1
ezetimibe	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	1
ezetimibe	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.003
ezetimibe	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL	0.003
ezetimibe	REACTOME_SYNTHESIS_OF_GDP_MANNOSE	0.495
ezetimibe	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS	1
ezetimibe	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	0.852
ezetimibe	REACTOME_TRYPTOPHAN_CATABOLISM	0.201
ezetimibe	WP_7Q11_23_COPY_NUMBER_VARIATION_SYNDROME	0.285
ezetimibe	WP_AEROBIC_GLYCOLYSIS	0.249
ezetimibe	WP_AFLATOXIN_B1_METABOLISM	0.027
ezetimibe	WP_ARYLAMINE_METABOLISM	0.018
ezetimibe	WP_AUTOPHAGY	0.498
ezetimibe	WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR	0.708
ezetimibe	WP_CORI_CYCLE	0.231
ezetimibe	WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	1
ezetimibe	WP_DISORDERS_OF_BILE_ACID_SYNTHESIS_AND_BILIARY_TRANSPORT	0.009
ezetimibe	WP_ENTEROHEPATIC_CIRCULATION_OF_BILE_ACIDS	0.033
ezetimibe	WP_ESTROGEN_METABOLISM_WP697	0.021
ezetimibe	WP_ESTROGEN_RECEPTOR_PATHWAY	0.054
ezetimibe	WP_FARNESOID_X_RECEPTOR_PATHWAY	0.006
ezetimibe	WP_FATTY_ACID_OMEGA_OXIDATION	0.027
ezetimibe	WP_FOCAL_ADHESION	0.702
ezetimibe	WP_GLUCOSE_METABOLISM_IN_TRIPLE_NEGATIVE_BREAST_CANCER_CELLS	0.243
ezetimibe	WP_GLYCOLYSIS_AND_GLUCONEOGENESIS	0.12
ezetimibe	WP_GLYCOLYSIS_IN_SENESCENCE	0.669
ezetimibe	WP_GLYCOSAMINOGLYCAN_SYNTHESIS_IN_FIBROBLASTS	0.336
ezetimibe	WP_HISTONE_MODIFICATIONS	1
ezetimibe	WP_HOST_PATHOGEN_INTERACTION_OF_HUMAN_CORONAVIRUSES_AUTOPHAGY	1
ezetimibe	WP_INFLAMMATORY_RESPONSE_PATHWAY	0.48
ezetimibe	WP_INTERACTOME_OF_POLYCOMB_REPRESSIVE_COMPLEX_2_PRC2	1
ezetimibe	WP_LIVER_X_RECEPTOR_PATHWAY	0
ezetimibe	WP_MODULATION_OF_PI3K_AKT_MTOR_SIGNALING_BY_BIOACTIVE_SPHINGOLIPIDS	1
ezetimibe	WP_MONOAMINE_TRANSPORT	0.396
ezetimibe	WP_MRNA_PROCESSING	1
ezetimibe	WP_NUCLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TOXICITY	0.012
ezetimibe	WP_PI3K_AKT_SIGNALING_PATHWAY	0.732
ezetimibe	WP_SEROTONIN_TRANSPORTER_ACTIVITY	0.78
ezetimibe	WP_SULINDAC_METABOLIC_PATHWAY	0.021
ezetimibe	WP_TARGET_OF_RAPAMYCIN_SIGNALING	0.105
ezetimibe	WP_WARBURG_EFFECT_MODULATED_BY_DEUBIQUITINATING_ENZYMES_AND_THEIR_SUBSTRATES	0.9
clofibrate	BIOCARTA_ACETAMINOPHEN_PATHWAY	0.049
clofibrate	BIOCARTA_EPHA4_PATHWAY	0.379
clofibrate	BIOCARTA_FXR_PATHWAY	0.009
clofibrate	BIOCARTA_NUCLEARRS_PATHWAY	0.004
clofibrate	BIOCARTA_STATHMIN_PATHWAY	0.172
clofibrate	KEGG_ABC_TRANSPORTERS	0.026
clofibrate	KEGG_AXON_GUIDANCE	0.302
clofibrate	KEGG_ECM_RECEPTOR_INTERACTION	0.282
clofibrate	KEGG_FOCAL_ADHESION	0.323
clofibrate	KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.148
clofibrate	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.334
clofibrate	KEGG_MTOR_SIGNALING_PATHWAY	0.177
clofibrate	KEGG_O_GLYCAN_BIOSYNTHESIS	0.276
clofibrate	KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.114
clofibrate	KEGG_REGULATION_OF_AUTOPHAGY	0.126
clofibrate	KEGG_RIBOSOME	0.648
clofibrate	KEGG_SULFUR_METABOLISM	0.079
clofibrate	KEGG_MEDICUS_ENV_FACTOR_PHIP_TO_DNA_ADDUCTS	0.047
clofibrate	KEGG_MEDICUS_PATHOGEN_SARS_COV_2_NSP1_TO_TRANSLATION_INITIATION	0.643
clofibrate	KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_E3_UBIQUITIN_LIGASE_MALIN	0.106
clofibrate	KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_MTORC1_PI3KC3_C1	0.07
clofibrate	KEGG_MEDICUS_REFERENCE_AUTOPHAGY_VESICLE_NUCLEATION_ELONGATION_MATURATION_PACER_RUBCN_PI3KC3_C2	0.048
clofibrate	KEGG_MEDICUS_REFERENCE_C9ORF72_MEDIATED_AUTOPHAGY_INITIATION	0.156
clofibrate	KEGG_MEDICUS_REFERENCE_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.418
clofibrate	KEGG_MEDICUS_REFERENCE_GLYCOLYSIS	0.133
clofibrate	KEGG_MEDICUS_REFERENCE_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_LINKAGE_TETRASACCHARIDE	0.339
clofibrate	KEGG_MEDICUS_REFERENCE_N_GLYCAN_PRECURSOR_BIOSYNTHESIS_GLC_6P_TO_MAN_P_DOL	0.203
clofibrate	KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION	0.652
clofibrate	KEGG_MEDICUS_REFERENCE_TSC1_2_MTORC1_SIGNALING_PATHWAY	0.143
clofibrate	KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_HTT_TO_AUTOPHAGY_VESICLE_NUCLEATION	0.125
clofibrate	PID_ALPHA_SYNUCLEIN_PATHWAY	0.253
clofibrate	PID_ARF6_DOWNSTREAM_PATHWAY	0.188
clofibrate	PID_ARF6_TRAFFICKING_PATHWAY	0.272
clofibrate	PID_ARF_3PATHWAY	0.393
clofibrate	PID_EPHA_FWDPATHWAY	0.377
clofibrate	PID_EPHRINB_REV_PATHWAY	0.34
clofibrate	PID_INTEGRIN_CS_PATHWAY	0.339
clofibrate	PID_RHOA_PATHWAY	0.288
clofibrate	REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3	0.237
clofibrate	REACTOME_AMYLOID_FIBER_FORMATION	0.301
clofibrate	REACTOME_ASSEMBLY_OF_THE_HIV_VIRION	0.522
clofibrate	REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	0.287
clofibrate	REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM	0.031
clofibrate	REACTOME_CHL1_INTERACTIONS	0.424
clofibrate	REACTOME_CHROMATIN_MODIFICATIONS_DURING_THE_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	0.269
clofibrate	REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES	0.278
clofibrate	REACTOME_CRISTAE_FORMATION	0.174
clofibrate	REACTOME_DNA_REPLICATION_PRE_INITIATION	0.432
clofibrate	REACTOME_ENDOGENOUS_STEROLS	0.02
clofibrate	REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE	0.374
clofibrate	REACTOME_EPHRIN_SIGNALING	0.383
clofibrate	REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS	0.381
clofibrate	REACTOME_EPH_EPHRIN_SIGNALING	0.393
clofibrate	REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	0.273
clofibrate	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	0.656
