drug	canonical_pathway	perm_pvalue_adj
paroxetine	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	1
paroxetine	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	1
paroxetine	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	1
citalopram	BIOCARTA_PTC1_PATHWAY	1
citalopram	BIOCARTA_SHH_PATHWAY	0.148
citalopram	KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.218
citalopram	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	0.634
citalopram	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	0.45
citalopram	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	0.45
citalopram	PID_HEDGEHOG_GLI_PATHWAY	0.142
citalopram	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	0.692
citalopram	REACTOME_HEDGEHOG_ON_STATE	0.854
citalopram	REACTOME_SIGNALING_BY_HEDGEHOG	0.406
citalopram	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	0.672
citalopram	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	0.808
citalopram	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	0.81
escitalopram	BIOCARTA_PTC1_PATHWAY	1
escitalopram	BIOCARTA_SHH_PATHWAY	0.672
escitalopram	KEGG_HEDGEHOG_SIGNALING_PATHWAY	1
escitalopram	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	1
escitalopram	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	1
escitalopram	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	1
escitalopram	PID_HEDGEHOG_GLI_PATHWAY	0.434
escitalopram	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	1
escitalopram	REACTOME_HEDGEHOG_ON_STATE	1
escitalopram	REACTOME_SIGNALING_BY_HEDGEHOG	1
escitalopram	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	1
escitalopram	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	1
escitalopram	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	1
sertraline	BIOCARTA_PTC1_PATHWAY	1
sertraline	BIOCARTA_SHH_PATHWAY	1
sertraline	KEGG_HEDGEHOG_SIGNALING_PATHWAY	1
sertraline	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	1
sertraline	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	1
sertraline	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	1
sertraline	PID_HEDGEHOG_GLI_PATHWAY	0.96
sertraline	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	1
sertraline	REACTOME_HEDGEHOG_ON_STATE	1
sertraline	REACTOME_SIGNALING_BY_HEDGEHOG	0.978
sertraline	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	1
sertraline	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	0.612
sertraline	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	1
fluoxetine	BIOCARTA_PTC1_PATHWAY	0.042
fluoxetine	BIOCARTA_SHH_PATHWAY	0.448
fluoxetine	KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.588
fluoxetine	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	0.07
fluoxetine	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	0.329
fluoxetine	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	0.329
fluoxetine	PID_HEDGEHOG_GLI_PATHWAY	0.273
fluoxetine	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	0.014
fluoxetine	REACTOME_HEDGEHOG_ON_STATE	0.252
fluoxetine	REACTOME_SIGNALING_BY_HEDGEHOG	0.49
fluoxetine	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	0.371
fluoxetine	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	1
fluoxetine	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	0.161
vilazodone	BIOCARTA_PTC1_PATHWAY	1
vilazodone	BIOCARTA_SHH_PATHWAY	0.434
vilazodone	KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.778
vilazodone	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	0.708
vilazodone	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	0.824
vilazodone	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	0.824
vilazodone	PID_HEDGEHOG_GLI_PATHWAY	0.074
vilazodone	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	0.908
vilazodone	REACTOME_HEDGEHOG_ON_STATE	1
vilazodone	REACTOME_SIGNALING_BY_HEDGEHOG	0.744
vilazodone	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	0.912
vilazodone	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	0.918
vilazodone	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	0.882
vortioxetine	BIOCARTA_PTC1_PATHWAY	1
vortioxetine	BIOCARTA_SHH_PATHWAY	0.35
vortioxetine	KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.616
vortioxetine	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	0.56
vortioxetine	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	0.623
vortioxetine	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	0.623
vortioxetine	PID_HEDGEHOG_GLI_PATHWAY	0.105
vortioxetine	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	0.686
vortioxetine	REACTOME_HEDGEHOG_ON_STATE	0.595
vortioxetine	REACTOME_SIGNALING_BY_HEDGEHOG	0.329
vortioxetine	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	1
vortioxetine	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	1
vortioxetine	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	0.868
trazodone	BIOCARTA_PTC1_PATHWAY	1
trazodone	BIOCARTA_SHH_PATHWAY	0.329
trazodone	KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.763
trazodone	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	0.749
trazodone	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	1
trazodone	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	1
trazodone	PID_HEDGEHOG_GLI_PATHWAY	0.014
trazodone	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	0.91
trazodone	REACTOME_HEDGEHOG_ON_STATE	0.826
trazodone	REACTOME_SIGNALING_BY_HEDGEHOG	0.343
trazodone	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	1
trazodone	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	1
trazodone	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	1
duloxetine	BIOCARTA_PTC1_PATHWAY	1
duloxetine	BIOCARTA_SHH_PATHWAY	0.549
duloxetine	KEGG_HEDGEHOG_SIGNALING_PATHWAY	1
duloxetine	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	1
duloxetine	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	1
duloxetine	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	1
duloxetine	PID_HEDGEHOG_GLI_PATHWAY	0.48
duloxetine	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	1
duloxetine	REACTOME_HEDGEHOG_ON_STATE	1
duloxetine	REACTOME_SIGNALING_BY_HEDGEHOG	0.489
duloxetine	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	1
duloxetine	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	0.306
duloxetine	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	1
levomilnacipran	BIOCARTA_PTC1_PATHWAY	1
levomilnacipran	BIOCARTA_SHH_PATHWAY	0.366
levomilnacipran	KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.932
levomilnacipran	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	0.976
levomilnacipran	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	0.824
levomilnacipran	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	0.824
levomilnacipran	PID_HEDGEHOG_GLI_PATHWAY	0.32
levomilnacipran	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	1
levomilnacipran	REACTOME_HEDGEHOG_ON_STATE	1
levomilnacipran	REACTOME_SIGNALING_BY_HEDGEHOG	0.326
levomilnacipran	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	1
levomilnacipran	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	1
levomilnacipran	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	1
desvenlafaxine	BIOCARTA_PTC1_PATHWAY	1
desvenlafaxine	BIOCARTA_SHH_PATHWAY	0.549
desvenlafaxine	KEGG_HEDGEHOG_SIGNALING_PATHWAY	1
desvenlafaxine	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	1
desvenlafaxine	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	1
desvenlafaxine	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	1
desvenlafaxine	PID_HEDGEHOG_GLI_PATHWAY	0.48
desvenlafaxine	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	1
desvenlafaxine	REACTOME_HEDGEHOG_ON_STATE	1
desvenlafaxine	REACTOME_SIGNALING_BY_HEDGEHOG	0.489
desvenlafaxine	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	1
desvenlafaxine	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	0.306
desvenlafaxine	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	1
venlafaxine	BIOCARTA_PTC1_PATHWAY	1
venlafaxine	BIOCARTA_SHH_PATHWAY	0.549
venlafaxine	KEGG_HEDGEHOG_SIGNALING_PATHWAY	1
venlafaxine	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	1
venlafaxine	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	1
venlafaxine	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	1
venlafaxine	PID_HEDGEHOG_GLI_PATHWAY	0.48
venlafaxine	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	1
venlafaxine	REACTOME_HEDGEHOG_ON_STATE	1
venlafaxine	REACTOME_SIGNALING_BY_HEDGEHOG	0.489
venlafaxine	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	1
venlafaxine	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	0.306
venlafaxine	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	1
maprotiline	BIOCARTA_PTC1_PATHWAY	1
maprotiline	BIOCARTA_SHH_PATHWAY	0.799
maprotiline	KEGG_HEDGEHOG_SIGNALING_PATHWAY	1
maprotiline	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	1
maprotiline	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	1
maprotiline	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	1
maprotiline	PID_HEDGEHOG_GLI_PATHWAY	0.034
maprotiline	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	1
maprotiline	REACTOME_HEDGEHOG_ON_STATE	1
maprotiline	REACTOME_SIGNALING_BY_HEDGEHOG	0.833
maprotiline	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	1
maprotiline	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	1
maprotiline	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	1
mirtazapine	BIOCARTA_PTC1_PATHWAY	1
mirtazapine	BIOCARTA_SHH_PATHWAY	0.376
mirtazapine	KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.872
mirtazapine	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	0.856
mirtazapine	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	1
mirtazapine	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	1
mirtazapine	PID_HEDGEHOG_GLI_PATHWAY	0.016
mirtazapine	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	1
mirtazapine	REACTOME_HEDGEHOG_ON_STATE	0.944
mirtazapine	REACTOME_SIGNALING_BY_HEDGEHOG	0.392
mirtazapine	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	1
mirtazapine	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	1
mirtazapine	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	1
desipramine	BIOCARTA_PTC1_PATHWAY	1
desipramine	BIOCARTA_SHH_PATHWAY	0.21
desipramine	KEGG_HEDGEHOG_SIGNALING_PATHWAY	1
desipramine	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	1
desipramine	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	1
desipramine	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	1
desipramine	PID_HEDGEHOG_GLI_PATHWAY	0.042
desipramine	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	1
desipramine	REACTOME_HEDGEHOG_ON_STATE	1
desipramine	REACTOME_SIGNALING_BY_HEDGEHOG	0.987
desipramine	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	1
desipramine	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	1
desipramine	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	1
doxepin	BIOCARTA_PTC1_PATHWAY	1
doxepin	BIOCARTA_SHH_PATHWAY	1
doxepin	KEGG_HEDGEHOG_SIGNALING_PATHWAY	1
doxepin	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	1
doxepin	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	1
doxepin	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	1
doxepin	PID_HEDGEHOG_GLI_PATHWAY	0.057
doxepin	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	0.893
doxepin	REACTOME_HEDGEHOG_ON_STATE	0.304
doxepin	REACTOME_SIGNALING_BY_HEDGEHOG	0.608
doxepin	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	1
doxepin	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	1
doxepin	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	1
protriptyline	BIOCARTA_PTC1_PATHWAY	1
protriptyline	BIOCARTA_SHH_PATHWAY	0.366
protriptyline	KEGG_HEDGEHOG_SIGNALING_PATHWAY	0.932
protriptyline	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	0.976
protriptyline	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	0.824
protriptyline	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	0.824
protriptyline	PID_HEDGEHOG_GLI_PATHWAY	0.32
protriptyline	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	1
protriptyline	REACTOME_HEDGEHOG_ON_STATE	1
protriptyline	REACTOME_SIGNALING_BY_HEDGEHOG	0.326
protriptyline	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	1
protriptyline	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	1
protriptyline	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	1
trimipramine	BIOCARTA_PTC1_PATHWAY	1
trimipramine	BIOCARTA_SHH_PATHWAY	0.24
trimipramine	KEGG_HEDGEHOG_SIGNALING_PATHWAY	1
trimipramine	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	1
trimipramine	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	1
trimipramine	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	1
trimipramine	PID_HEDGEHOG_GLI_PATHWAY	0.048
trimipramine	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	1
trimipramine	REACTOME_HEDGEHOG_ON_STATE	1
trimipramine	REACTOME_SIGNALING_BY_HEDGEHOG	1
trimipramine	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	1
trimipramine	WP_HAIR_FOLLICLE_DEVELOPMENT_ORGANOGENESIS_PART_2_OF_3	1
trimipramine	WP_HEDGEHOG_SIGNALING_PATHWAY_WP47	1
amoxapine	BIOCARTA_PTC1_PATHWAY	1
amoxapine	BIOCARTA_SHH_PATHWAY	1
amoxapine	KEGG_HEDGEHOG_SIGNALING_PATHWAY	1
amoxapine	KEGG_MEDICUS_REFERENCE_HEDGEHOG_SIGNALING_PATHWAY	1
amoxapine	KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_SMO_TO_HEDGEHOG_SIGNALING_PATHWAY	1
amoxapine	KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_PTCH1_TO_HEDGEHOG_SIGNALING_PATHWAY	1
amoxapine	PID_HEDGEHOG_GLI_PATHWAY	0.086
amoxapine	REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION	1
amoxapine	REACTOME_HEDGEHOG_ON_STATE	0.688
amoxapine	REACTOME_SIGNALING_BY_HEDGEHOG	1
amoxapine	WP_EDA_SIGNALING_IN_HAIR_FOLLICLE_DEVELOPMENT	1
