drug	canonical_pathway	perm_pvalue_adj
aripiprazole	WP_INTERLEUKIN_11_SIGNALING_PATHWAY	1
aripiprazole	WP_PROTEOGLYCAN_BIOSYNTHESIS	1
aripiprazole	WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASE_ANAPHASE_TRANSITION	1
aripiprazole	WP_SMC1_SMC3_ROLE_IN_DNA_DAMAGE_CORNELIA_DE_LANGE_SYNDROME	1
aripiprazole	WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING_PATHWAY	1
asenapine	BIOCARTA_IL4_PATHWAY	1
asenapine	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	1
asenapine	KEGG_RNA_DEGRADATION	1
asenapine	KEGG_SULFUR_METABOLISM	1
asenapine	KEGG_MEDICUS_REFERENCE_CHONDROITIN_SULFATE_BIOSYNTHESIS	1
asenapine	KEGG_MEDICUS_REFERENCE_COHESIN_LOADING	1
asenapine	KEGG_MEDICUS_REFERENCE_ESTABLISHMENT_OF_COHESION	1
asenapine	KEGG_MEDICUS_REFERENCE_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_LINKAGE_TETRASACCHARIDE	1
asenapine	KEGG_MEDICUS_REFERENCE_LOADING_OF_THE_SMC5_SMC6_COMPLEX	1
asenapine	PID_IL4_2PATHWAY	1
asenapine	PID_VEGFR1_2_PATHWAY	1
asenapine	REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	1
asenapine	REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	1
asenapine	REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	1
asenapine	REACTOME_COHESIN_LOADING_ONTO_CHROMATIN	1
asenapine	REACTOME_CS_DS_DEGRADATION	1
asenapine	REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	1
asenapine	REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE	1
asenapine	REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE	1
asenapine	REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD	1
asenapine	REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS	1
asenapine	REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	1
asenapine	REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	1
asenapine	REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	1
asenapine	REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	1
asenapine	REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	1
asenapine	REACTOME_METABOLISM_OF_CARBOHYDRATES	1
asenapine	REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	1
asenapine	REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	1
asenapine	REACTOME_ORGANIC_ANION_TRANSPORT	0.94
asenapine	WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME	1
asenapine	WP_GLYCOSAMINOGLYCAN_SYNTHESIS_IN_FIBROBLASTS	1
asenapine	WP_IL_4_SIGNALING_PATHWAY	1
asenapine	WP_INTERLEUKIN_11_SIGNALING_PATHWAY	0.7
asenapine	WP_PROTEOGLYCAN_BIOSYNTHESIS	1
asenapine	WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASE_ANAPHASE_TRANSITION	1
asenapine	WP_SMC1_SMC3_ROLE_IN_DNA_DAMAGE_CORNELIA_DE_LANGE_SYNDROME	1
asenapine	WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING_PATHWAY	0.56
clozapine	BIOCARTA_IL4_PATHWAY	1
clozapine	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	1
clozapine	KEGG_RNA_DEGRADATION	1
clozapine	KEGG_SULFUR_METABOLISM	0.726
clozapine	KEGG_MEDICUS_REFERENCE_CHONDROITIN_SULFATE_BIOSYNTHESIS	1
clozapine	KEGG_MEDICUS_REFERENCE_COHESIN_LOADING	1
clozapine	KEGG_MEDICUS_REFERENCE_ESTABLISHMENT_OF_COHESION	1
clozapine	KEGG_MEDICUS_REFERENCE_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_LINKAGE_TETRASACCHARIDE	1
clozapine	KEGG_MEDICUS_REFERENCE_LOADING_OF_THE_SMC5_SMC6_COMPLEX	1
clozapine	PID_IL4_2PATHWAY	1
clozapine	PID_VEGFR1_2_PATHWAY	1
clozapine	REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	1
clozapine	REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	1
clozapine	REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	1
clozapine	REACTOME_COHESIN_LOADING_ONTO_CHROMATIN	1
clozapine	REACTOME_CS_DS_DEGRADATION	1
clozapine	REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	1
clozapine	REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE	1
clozapine	REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE	1
clozapine	REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD	1
clozapine	REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS	1
clozapine	REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	1
clozapine	REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	1
clozapine	REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	1
clozapine	REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	1
clozapine	REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	1
clozapine	REACTOME_METABOLISM_OF_CARBOHYDRATES	1
clozapine	REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	1
clozapine	REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	1
clozapine	REACTOME_ORGANIC_ANION_TRANSPORT	0.957
clozapine	WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME	1
clozapine	WP_GLYCOSAMINOGLYCAN_SYNTHESIS_IN_FIBROBLASTS	1
clozapine	WP_IL_4_SIGNALING_PATHWAY	1
clozapine	WP_INTERLEUKIN_11_SIGNALING_PATHWAY	1
clozapine	WP_PROTEOGLYCAN_BIOSYNTHESIS	1
clozapine	WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASE_ANAPHASE_TRANSITION	1
clozapine	WP_SMC1_SMC3_ROLE_IN_DNA_DAMAGE_CORNELIA_DE_LANGE_SYNDROME	1
clozapine	WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING_PATHWAY	0.924
iloperidone	BIOCARTA_IL4_PATHWAY	1
iloperidone	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	1
iloperidone	KEGG_RNA_DEGRADATION	1
iloperidone	KEGG_SULFUR_METABOLISM	0.957
iloperidone	KEGG_MEDICUS_REFERENCE_CHONDROITIN_SULFATE_BIOSYNTHESIS	1
iloperidone	KEGG_MEDICUS_REFERENCE_COHESIN_LOADING	1
iloperidone	KEGG_MEDICUS_REFERENCE_ESTABLISHMENT_OF_COHESION	1
iloperidone	KEGG_MEDICUS_REFERENCE_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_LINKAGE_TETRASACCHARIDE	1
iloperidone	KEGG_MEDICUS_REFERENCE_LOADING_OF_THE_SMC5_SMC6_COMPLEX	1
iloperidone	PID_IL4_2PATHWAY	1
iloperidone	PID_VEGFR1_2_PATHWAY	0.759
iloperidone	REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	1
iloperidone	REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	1
iloperidone	REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	1
iloperidone	REACTOME_COHESIN_LOADING_ONTO_CHROMATIN	1
iloperidone	REACTOME_CS_DS_DEGRADATION	1
iloperidone	REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	1
iloperidone	REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE	1
iloperidone	REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE	1
iloperidone	REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD	1
iloperidone	REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS	1
iloperidone	REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	1
iloperidone	REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	1
iloperidone	REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	1
iloperidone	REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	1
iloperidone	REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	1
iloperidone	REACTOME_METABOLISM_OF_CARBOHYDRATES	1
iloperidone	REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	0.946
iloperidone	REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	1
iloperidone	REACTOME_ORGANIC_ANION_TRANSPORT	0.517
iloperidone	WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME	1
iloperidone	WP_GLYCOSAMINOGLYCAN_SYNTHESIS_IN_FIBROBLASTS	1
iloperidone	WP_IL_4_SIGNALING_PATHWAY	1
iloperidone	WP_INTERLEUKIN_11_SIGNALING_PATHWAY	0.385
iloperidone	WP_PROTEOGLYCAN_BIOSYNTHESIS	1
iloperidone	WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASE_ANAPHASE_TRANSITION	0.726
iloperidone	WP_SMC1_SMC3_ROLE_IN_DNA_DAMAGE_CORNELIA_DE_LANGE_SYNDROME	1
iloperidone	WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING_PATHWAY	0.308
lurasidone	BIOCARTA_IL4_PATHWAY	1
lurasidone	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	1
lurasidone	KEGG_RNA_DEGRADATION	1
lurasidone	KEGG_SULFUR_METABOLISM	0.57
lurasidone	KEGG_MEDICUS_REFERENCE_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.906
lurasidone	KEGG_MEDICUS_REFERENCE_COHESIN_LOADING	1
lurasidone	KEGG_MEDICUS_REFERENCE_ESTABLISHMENT_OF_COHESION	0.87
lurasidone	KEGG_MEDICUS_REFERENCE_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_LINKAGE_TETRASACCHARIDE	1
lurasidone	KEGG_MEDICUS_REFERENCE_LOADING_OF_THE_SMC5_SMC6_COMPLEX	1
lurasidone	PID_IL4_2PATHWAY	1
lurasidone	PID_VEGFR1_2_PATHWAY	0.66
lurasidone	REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	1
lurasidone	REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.894
lurasidone	REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	1
lurasidone	REACTOME_COHESIN_LOADING_ONTO_CHROMATIN	1
lurasidone	REACTOME_CS_DS_DEGRADATION	1
lurasidone	REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	1
lurasidone	REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE	1
lurasidone	REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE	0.906
lurasidone	REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD	0.9
lurasidone	REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS	0.906
lurasidone	REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	0.954
lurasidone	REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	1
lurasidone	REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	0.798
lurasidone	REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	1
lurasidone	REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	1
lurasidone	REACTOME_METABOLISM_OF_CARBOHYDRATES	1
lurasidone	REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	0.516
lurasidone	REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	1
lurasidone	REACTOME_ORGANIC_ANION_TRANSPORT	0.282
lurasidone	WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME	0.912
lurasidone	WP_GLYCOSAMINOGLYCAN_SYNTHESIS_IN_FIBROBLASTS	1
lurasidone	WP_IL_4_SIGNALING_PATHWAY	0.918
lurasidone	WP_INTERLEUKIN_11_SIGNALING_PATHWAY	0.774
lurasidone	WP_PROTEOGLYCAN_BIOSYNTHESIS	1
lurasidone	WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASE_ANAPHASE_TRANSITION	0.396
lurasidone	WP_SMC1_SMC3_ROLE_IN_DNA_DAMAGE_CORNELIA_DE_LANGE_SYNDROME	1
lurasidone	WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING_PATHWAY	0.678
olanzapine	BIOCARTA_IL4_PATHWAY	1
olanzapine	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	1
olanzapine	KEGG_RNA_DEGRADATION	1
olanzapine	KEGG_SULFUR_METABOLISM	1
olanzapine	KEGG_MEDICUS_REFERENCE_CHONDROITIN_SULFATE_BIOSYNTHESIS	1
olanzapine	KEGG_MEDICUS_REFERENCE_COHESIN_LOADING	1
olanzapine	KEGG_MEDICUS_REFERENCE_ESTABLISHMENT_OF_COHESION	1
olanzapine	KEGG_MEDICUS_REFERENCE_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_LINKAGE_TETRASACCHARIDE	1
olanzapine	KEGG_MEDICUS_REFERENCE_LOADING_OF_THE_SMC5_SMC6_COMPLEX	1
olanzapine	PID_IL4_2PATHWAY	1
olanzapine	PID_VEGFR1_2_PATHWAY	1
olanzapine	REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	1
olanzapine	REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	1
olanzapine	REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	1
olanzapine	REACTOME_COHESIN_LOADING_ONTO_CHROMATIN	1
olanzapine	REACTOME_CS_DS_DEGRADATION	1
olanzapine	REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	1
olanzapine	REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE	1
olanzapine	REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE	1
olanzapine	REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD	1
olanzapine	REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS	1
olanzapine	REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	1
olanzapine	REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	1
olanzapine	REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	1
olanzapine	REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	1
olanzapine	REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	1
olanzapine	REACTOME_METABOLISM_OF_CARBOHYDRATES	1
olanzapine	REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	1
olanzapine	REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	1
olanzapine	REACTOME_ORGANIC_ANION_TRANSPORT	1
olanzapine	WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME	1
olanzapine	WP_GLYCOSAMINOGLYCAN_SYNTHESIS_IN_FIBROBLASTS	1
olanzapine	WP_IL_4_SIGNALING_PATHWAY	1
olanzapine	WP_INTERLEUKIN_11_SIGNALING_PATHWAY	1
olanzapine	WP_PROTEOGLYCAN_BIOSYNTHESIS	1
olanzapine	WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASE_ANAPHASE_TRANSITION	1
olanzapine	WP_SMC1_SMC3_ROLE_IN_DNA_DAMAGE_CORNELIA_DE_LANGE_SYNDROME	1
olanzapine	WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING_PATHWAY	0.84
paliperidone	BIOCARTA_IL4_PATHWAY	1
paliperidone	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	1
paliperidone	KEGG_RNA_DEGRADATION	1
paliperidone	KEGG_SULFUR_METABOLISM	1
paliperidone	KEGG_MEDICUS_REFERENCE_CHONDROITIN_SULFATE_BIOSYNTHESIS	1
paliperidone	KEGG_MEDICUS_REFERENCE_COHESIN_LOADING	1
paliperidone	KEGG_MEDICUS_REFERENCE_ESTABLISHMENT_OF_COHESION	1
paliperidone	KEGG_MEDICUS_REFERENCE_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_LINKAGE_TETRASACCHARIDE	1
paliperidone	KEGG_MEDICUS_REFERENCE_LOADING_OF_THE_SMC5_SMC6_COMPLEX	1
paliperidone	PID_IL4_2PATHWAY	1
paliperidone	PID_VEGFR1_2_PATHWAY	1
paliperidone	REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	1
paliperidone	REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	1
paliperidone	REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	1
paliperidone	REACTOME_COHESIN_LOADING_ONTO_CHROMATIN	1
paliperidone	REACTOME_CS_DS_DEGRADATION	1
paliperidone	REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	1
paliperidone	REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE	1
paliperidone	REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE	1
paliperidone	REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD	1
paliperidone	REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS	1
paliperidone	REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	1
paliperidone	REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	1
paliperidone	REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	1
paliperidone	REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	1
paliperidone	REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	1
paliperidone	REACTOME_METABOLISM_OF_CARBOHYDRATES	1
paliperidone	REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	1
paliperidone	REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	1
paliperidone	REACTOME_ORGANIC_ANION_TRANSPORT	0.705
paliperidone	WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME	1
paliperidone	WP_GLYCOSAMINOGLYCAN_SYNTHESIS_IN_FIBROBLASTS	1
paliperidone	WP_IL_4_SIGNALING_PATHWAY	1
paliperidone	WP_INTERLEUKIN_11_SIGNALING_PATHWAY	1
paliperidone	WP_PROTEOGLYCAN_BIOSYNTHESIS	1
paliperidone	WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASE_ANAPHASE_TRANSITION	0.99
paliperidone	WP_SMC1_SMC3_ROLE_IN_DNA_DAMAGE_CORNELIA_DE_LANGE_SYNDROME	1
paliperidone	WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING_PATHWAY	1
pimavanserin	BIOCARTA_IL4_PATHWAY	0.42
pimavanserin	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.591
pimavanserin	KEGG_RNA_DEGRADATION	1
pimavanserin	KEGG_SULFUR_METABOLISM	0.225
pimavanserin	KEGG_MEDICUS_REFERENCE_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.453
pimavanserin	KEGG_MEDICUS_REFERENCE_COHESIN_LOADING	1
pimavanserin	KEGG_MEDICUS_REFERENCE_ESTABLISHMENT_OF_COHESION	1
pimavanserin	KEGG_MEDICUS_REFERENCE_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_LINKAGE_TETRASACCHARIDE	0.597
pimavanserin	KEGG_MEDICUS_REFERENCE_LOADING_OF_THE_SMC5_SMC6_COMPLEX	1
pimavanserin	PID_IL4_2PATHWAY	0.339
pimavanserin	PID_VEGFR1_2_PATHWAY	0.585
pimavanserin	REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS	0.591
pimavanserin	REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	0.447
pimavanserin	REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM	0.642
pimavanserin	REACTOME_COHESIN_LOADING_ONTO_CHROMATIN	1
pimavanserin	REACTOME_CS_DS_DEGRADATION	0.54
pimavanserin	REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY	1
pimavanserin	REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE	0.573
pimavanserin	REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE	0.453
pimavanserin	REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD	0.45
pimavanserin	REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS	0.453
pimavanserin	REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	0.477
pimavanserin	REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM	0.666
pimavanserin	REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	1
pimavanserin	REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	0.801
pimavanserin	REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	0.687
pimavanserin	REACTOME_METABOLISM_OF_CARBOHYDRATES	1
pimavanserin	REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	1
pimavanserin	REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	1
pimavanserin	REACTOME_ORGANIC_ANION_TRANSPORT	0.159
pimavanserin	WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME	1
pimavanserin	WP_GLYCOSAMINOGLYCAN_SYNTHESIS_IN_FIBROBLASTS	0.642
pimavanserin	WP_IL_4_SIGNALING_PATHWAY	0.564
pimavanserin	WP_INTERLEUKIN_11_SIGNALING_PATHWAY	0.564
pimavanserin	WP_PROTEOGLYCAN_BIOSYNTHESIS	0.828
pimavanserin	WP_REGULATION_OF_SISTER_CHROMATID_SEPARATION_AT_THE_METAPHASE_ANAPHASE_TRANSITION	1
pimavanserin	WP_SMC1_SMC3_ROLE_IN_DNA_DAMAGE_CORNELIA_DE_LANGE_SYNDROME	1
pimavanserin	WP_THYMIC_STROMAL_LYMPHOPOIETIN_TSLP_SIGNALING_PATHWAY	0.483
quetiapine	BIOCARTA_IL4_PATHWAY	1
quetiapine	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	1
quetiapine	KEGG_RNA_DEGRADATION	1
quetiapine	KEGG_SULFUR_METABOLISM	1
quetiapine	KEGG_MEDICUS_REFERENCE_CHONDROITIN_SULFATE_BIOSYNTHESIS	1
quetiapine	KEGG_MEDICUS_REFERENCE_COHESIN_LOADING	1
quetiapine	KEGG_MEDICUS_REFERENCE_ESTABLISHMENT_OF_COHESION	1
quetiapine	KEGG_MEDICUS_REFERENCE_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_LINKAGE_TETRASACCHARIDE	1
quetiapine	KEGG_MEDICUS_REFERENCE_LOADING_OF_THE_SMC5_SMC6_COMPLEX	1
quetiapine	PID_IL4_2PATHWAY	1
